PCA1,PCA2,cluster,exam_score
-2.1205752765392476,1.5536167414930317,0,89
0.7264239521012757,-1.2765070869363844,1,100
-0.5318139134298132,-1.9542630647828865,1,93
0.4793976194140334,-1.306974723921134,1,90
-4.929242440726274,1.5264932839739513,0,63
1.286447242680336,-2.5354729562540492,1,92
0.16214349687972152,0.5291106502701549,0,86
1.3981541802199178,-1.8622075058494334,1,100
-1.246731196950242,2.5645535257529857,0,98
1.1729718098758075,-1.83217569468276,1,97
0.49924236333186384,2.252117222732193,0,74
1.2278211341077494,-3.315216339826626,1,97
1.5765613174887032,2.163253940544443,0,80
0.12278617772924767,0.2359700667763159,1,99
-3.450550862936992,1.9352830445965137,0,93
3.577204451965362,2.218850909909499,0,94
0.6724049245706148,0.9923613581158288,0,87
-2.1526495586203067,1.5714069596377105,0,75
-1.767752734898699,-0.21841673194984898,1,58
-2.3187860425447004,-3.116903919593871,1,84
0.7849117451073242,2.36007098475106,0,99
-3.6637120200028503,-2.735192070378841,1,68
0.6949312221041017,0.26019159662480246,0,100
0.8381810666682165,1.1328512116063971,0,100
0.4359517427279581,1.187702332610546,0,98
-5.47304678511327,2.6753017576071523,0,50
-2.3201752798264663,1.6526049807448755,0,72
1.3811621229858382,2.8470697248458285,0,93
2.721053834973637,0.9942870055043744,0,100
3.049833358229826,-2.713705571223675,1,87
2.5841268006129745,1.7436317194660718,0,87
-0.6295587092275644,1.0456778590806453,0,98
0.6047204278054815,-1.9399646175484626,1,84
-0.06325115153150412,-2.6501214433621683,1,100
0.14375707815791644,-1.7814775117304311,1,100
2.9344039729985005,1.669300130302557,0,100
-2.4133376372815327,1.062721609076357,0,73
-0.7688223592544936,-2.4659851883793658,1,100
0.19928723081757393,1.0191238652037424,0,94
1.02311903580474,1.9215304380602292,0,84
2.525883220674632,-1.2386436526794207,1,100
-5.023769201335739,1.539257874132438,0,60
-0.9709918237200779,-1.738759933466576,1,100
1.3916063986169862,-2.8358360520533985,1,96
1.544444155603691,-1.0775537747837753,1,100
1.9791163556775961,1.6190494806777516,0,79
-0.4625786773942617,0.7505785282020254,0,97
0.45655140559688795,-1.683281527893232,1,97
3.3675452949086386,0.5479641373123085,0,96
-0.0907818333455589,1.1891191808639834,0,100
2.88240543092002,-0.923638664084428,1,100
-1.3165374721069358,2.8827899394961323,0,82
0.16507352064061406,-3.2559049773239543,1,100
-3.3961542796147413,1.8653941329742678,0,68
2.0363140173280403,0.446962316329054,0,91
2.8625069964731247,0.8044210021051355,0,92
-1.1071164360540875,-0.9218953000849186,1,93
-1.1316040547695012,1.1802800624557073,0,100
1.827502686796066,1.0756527304081123,0,96
-1.3961003088269537,1.9057464751628275,0,96
-2.9948580348012714,2.2789496777457234,0,58
-1.2079018577220715,-1.4514140806049178,1,93
1.3749020114139623,-1.5974571493630874,1,97
0.16341953168207682,2.2119485484149757,0,76
-0.1399671830817641,1.3199250238486029,0,76
-1.977669703390231,2.0816311541627166,0,81
-2.2625088306695877,1.2922744977702265,0,100
-1.2993818642412114,0.5484054191097535,0,61
-4.442667813599779,0.00920593312004472,1,65
-0.04391932720394579,1.4565623692668628,0,100
-1.6962538438366186,2.6187969293441786,0,72
0.23750899258324581,-1.071587272014258,1,96
0.3059047888557744,-2.6313680214881976,1,100
-0.9672191923732196,0.16113304937989287,1,100
2.280469948274103,-0.4163225759251969,1,100
-3.04644686319807,1.171444512148484,0,88
0.1198554764748375,-1.2232225836412065,1,96
-1.5136086672327205,-1.9760763795342118,1,73
-0.4553006313581934,-0.8210577966668344,1,100
-0.6769156674077436,1.1625871444090368,0,90
0.1985494146619402,-1.5873775361913987,1,93
-3.29231718045918,-1.1698733092672524,1,79
0.021164409095346337,2.0704798589453395,0,90
-2.395490807384623,1.2379064867474239,0,83
-3.860465385531075,-2.4047121127850155,1,65
-2.194837493288595,0.16931638863495108,0,100
0.6336171496265887,-0.7786467633138763,1,100
0.2125163498524512,2.5770696599254497,0,100
3.272935992197484,0.4707167406347082,0,98
-2.246352627482528,2.6562720658619723,0,75
0.7692313817945415,0.3786226372775885,0,97
0.19682953553785146,-1.2205089888579914,1,100
2.2751270503311973,1.9160491805394078,0,98
-0.5554355478786864,-2.5955670756990865,1,92
-1.8925665671524907,1.7306750714594668,0,82
-1.2621205762136927,-2.5936084648854245,1,88
-1.9324907159108207,-2.9147003215597236,1,82
0.31161093137081625,0.8795124812620402,0,85
3.800162726545935,0.6200526254304367,0,100
3.190713597432046,-0.021280691814133782,0,98
3.375665873347321,-2.120041164108631,1,100
-2.0811675062036787,2.1334406558103587,0,63
1.6316491738940113,-2.91965490042407,1,91
3.365811929418863,-1.3063800096251292,1,100
-1.5029944003091744,-1.5019976728644913,1,91
0.6538926515075847,-3.2919281977964876,1,100
-1.1678546422949676,-2.545419344397521,1,88
0.7352093744356755,2.361323395566089,0,90
1.0010956260659611,2.027279796134245,0,89
-3.0887497742844636,-0.5025120317934052,1,93
1.1556115439015546,-0.8905719670217601,1,92
0.01515722042227376,-0.948692003414954,1,90
1.2582607870810194,0.2847768476053263,0,79
-1.4315438238559097,1.1037956464608034,0,79
-1.4995949325444808,1.563378991456659,0,100
1.793550180499609,2.5143351598895167,0,100
-0.05141253463574536,-0.6316682153266807,1,91
-0.533036914442913,0.7190850035782891,0,99
-1.1580691071407119,-2.4029690073748244,1,81
0.7301367322407817,2.0817226058557803,0,96
1.637358132455383,-0.7800449319688768,1,97
1.8417447286604176,0.6394683743889767,0,100
-1.294639493362395,1.1533933506423206,0,92
-1.1686868424919712,1.5823213499742748,0,100
-4.783414087646002,1.4283399043005713,0,83
3.549393688761708,-1.3303712175410527,1,99
1.6518846687179753,0.5752321664649875,0,80
-0.9826436654046956,1.9175897434150084,0,93
1.1999794111224091,1.4880523455912427,0,100
-0.468116274067018,-0.3687441652528077,1,93
-1.9757115659211886,-1.5889225405902492,1,96
-0.09301917256497493,1.6732361372664388,0,94
0.3221384895634832,-0.14919201045512523,1,80
-0.5250982045526392,-2.8352481651622417,1,95
0.34981980047561523,0.879866680427533,0,95
0.36350858499310923,1.1618839610543337,0,70
1.4342687625542723,-1.5941652590061353,1,97
1.4300023908318993,1.9328443961346982,0,100
2.414071540870677,-2.015069426500548,1,81
-1.3045301937451597,-1.4822434819176276,1,71
-3.1579069996786036,2.4677064177408403,0,74
2.012143162828201,-0.9497225024351718,1,95
-0.15216811563955177,-0.9588206557010612,1,91
3.2757927878209676,-0.8318920545426055,1,95
0.2066615107822502,-0.9275476956487243,1,91
-1.984277307817772,-0.9885158113348121,1,100
-4.632643308002329,-0.19426122714713,1,79
-1.1942108855673514,-2.725958662871597,1,82
2.4332887887063785,0.294313687931714,0,93
-0.16377465296198293,0.6332800262887234,0,85
-1.921048977040243,1.154045287546539,0,95
1.6261156959684058,-1.0685795172030452,1,100
1.6184851082432932,1.449999933395255,0,98
0.8571167246423016,-0.20609915144781363,1,100
-0.763355201423672,-0.5547185328036663,1,100
-2.52007029125158,-1.3237258960041114,1,93
0.3348713084380366,1.961319773695833,0,74
-3.4993949121955885,-1.2380461487328798,1,74
2.6593187401393754,-3.014239643837424,1,100
2.704529850298934,1.8946423201825497,0,98
-1.4091634585890456,-1.2079427896470276,1,76
1.100197996432536,1.0133579885812238,0,95
0.11766120737152969,0.6815689936523187,0,82
-0.5606447216397789,-3.2470857577129055,1,83
0.331870261626044,2.1849078077485062,0,100
0.8657161716798889,2.6019596101830733,0,86
0.2488610956718514,1.5637507101375,0,99
0.8180011130338468,-1.5676095458330261,1,100
0.07401811169641226,-1.3794031811079301,1,92
2.047797235126303,-0.12815731571784503,1,82
0.22628376363685523,-1.9248975523746261,1,100
-1.3780052527008295,-2.985021691659371,1,71
-1.611464424277503,1.8019027608599374,0,98
0.8729029289375554,2.9508608002156715,0,84
1.0145559668927941,0.7114497802628985,0,93
-2.6869905209394664,1.0622870626558887,0,100
4.324007576997087,0.9373567683146021,0,87
0.9648855870164258,2.5547777580581013,0,77
-0.09996317044157886,1.9512405916293531,0,90
0.1351286453505793,1.500011246913232,0,82
2.576820067964417,-1.6273410770127807,1,87
-2.6286381121634355,-2.685995230126195,1,97
0.38141754431098196,1.6178435928686261,0,98
3.8754736084211556,-2.502266090726198,1,92
-0.12578363247645047,1.5682664924366092,0,93
-0.05741221229511985,2.5488415303381804,0,100
0.5513158625503307,1.5236093594007496,0,87
-1.2974207454758981,1.7565219087817372,0,100
0.728336750715893,0.8233238429597216,0,76
2.5269540120825136,-1.0241395721282605,1,91
0.941744998751623,1.628715871829364,0,93
-1.1380520822852547,1.5033193839768275,0,98
-1.2032983331496547,0.7100344416744713,0,93
0.5579961916518494,2.2587999121259066,0,98
-1.8427597938792635,-1.3604573656032959,1,93
0.41415237108716846,-2.393473142466203,1,95
0.5823865058960495,-2.4654397602497777,1,100
-1.045159543576445,1.8040706621780818,0,74
0.5741344316365913,0.5776792511381895,0,82
-3.634717582151605,1.1178559208590804,0,52
-1.7652686060792184,2.5681471700850103,0,94
-0.40618205812730235,0.5635975858602577,1,67
0.01979797132345622,1.1326363144036,0,100
1.0641529632072109,2.4743709810733847,0,96
-1.8491981334555425,3.0457874458357055,0,85
-2.9623452975935036,-2.2752772753192705,1,69
0.28711613668420294,-1.4031393467995894,1,100
-3.2407339223897873,2.5258302075918104,0,94
-1.143085377151389,-1.1876737594467421,1,79
-0.3093087373085332,1.5657670554798522,0,100
-3.044298952566485,2.2544669516477054,0,67
-0.6433632860467063,-3.1094746037269063,1,83
0.6456096800864453,1.8626019630642658,0,84
0.8209517602731521,-2.290259930319986,1,86
-0.8071862678139459,2.839517405565532,0,95
1.6990672326461789,2.2670979936782327,0,91
-1.4289362229373528,-0.1818281201711642,1,78
-1.4249352067089007,1.1398013819442026,0,100
-0.35093042336719005,0.3144614755634768,0,63
-0.2557111822301606,-0.5277917714168968,1,90
1.8816585039360747,-1.9449981927012026,1,96
1.8244595992651207,-2.330024643734249,1,99
-1.4377792860929846,-1.7206900620238534,1,77
-2.035593047748063,-0.17187675043371164,1,77
-0.8012115301072759,2.5773438580073957,0,74
0.7510737555892817,0.5387412126940204,0,100
0.2398321018792719,-2.9462633419174145,1,96
-3.0522079570933887,1.3193315820527802,0,63
-0.4729150845156367,1.1100693753668367,0,100
-1.873869423173271,2.1945756317067797,0,91
1.0216231031064724,1.8048241618873946,0,98
-0.813208937285995,2.9827586268910564,0,100
-0.34565468772717545,2.183663684280868,0,91
-0.028280206479873688,-1.0830713506816259,1,77
-1.7458429763387993,-0.6272865773034696,1,82
-5.693160811934486,-3.1350673248205116,1,54
-1.9543604127939085,-1.6825887344669255,1,93
0.02123898996094251,-0.717439685505225,1,73
-0.28127182072578216,-1.9092307977217646,1,84
-2.086841790589288,1.0298346760815922,0,79
-1.8262141882289475,1.4166500566650375,0,79
1.312575892776203,-0.8332876329887318,1,68
-0.24891242785785983,1.0711195007131948,0,76
-2.502351786883388,-1.1089667407619705,1,87
2.51116553868059,0.28190976229545656,0,100
2.889650443486991,0.6266158475061127,0,100
0.9127899147739351,1.072291041731174,0,89
0.27047465436096246,-0.16353065478631598,1,98
0.046389109682814685,0.14400286907899804,1,97
-4.622779730729012,3.31705184822631,0,89
2.1128029193712625,-0.4406881007360527,1,100
0.04864219663065724,-1.8459924144065867,1,84
0.8719868969034079,-2.4885232293892745,1,97
1.479169878484626,0.7334227971657714,0,94
2.3058441029918435,-0.7094493633122868,1,98
1.5413567588261887,2.0545273780038844,0,80
-1.9223804084580722,-1.4188747571025946,1,85
-1.1447108452810846,-2.244217737520896,1,94
4.757215996796773,0.8930230426761502,0,100
-1.7680438343291798,-2.7115248224554973,1,95
-1.683780484505928,0.8748752800110896,0,66
3.2218347672981995,1.3895622234797946,0,100
0.7079497086127898,-1.88350123810884,1,80
-0.18998378659963822,-2.0201908483859166,1,94
0.8089738059045769,0.7994521035139829,0,100
-0.22757916200474634,0.9863761125964428,0,67
-1.5207719225653848,1.2181987878233116,0,85
-0.08899577963830752,-0.0241070880002297,1,97
-2.3963061450023173,-2.5987313721559837,1,96
-0.6739881078372288,-0.4231312311415644,1,82
-1.741350898583861,0.893448734807929,0,100
-0.8688250685661941,1.5494923797130182,0,80
0.44690341005069345,-2.290713824943151,1,94
1.0920000795722489,0.08259549488780614,1,90
-1.570654840977336,-0.7584763596803634,1,80
-1.6543141998254407,-1.2534690769748824,1,66
2.475428776854688,1.228137929146721,0,98
2.4939813763034038,2.3915953369742486,0,100
-0.5838156576327207,2.015653031725939,0,97
1.4225966540416328,1.916577411184826,0,99
-1.586108485450899,-1.4017009790803359,1,69
-0.9057338962299962,0.8144741741751448,0,98
-1.0852780536751137,-0.5975743134329772,1,100
-1.7359908992382664,2.128851929793109,0,77
3.512781897740754,-4.0202977364260235,1,100
2.416245072653996,0.8424976726702791,0,90
1.142622508985597,-1.5579796001325672,1,83
-3.698519279289261,-1.6321699760121537,1,56
2.2163915769475615,-1.4180703198366313,1,99
-0.5588946030826215,3.52370873422266,0,93
3.6144131221135956,-3.8016598615169936,1,100
0.5041886376389003,-1.4116359734480266,1,79
-0.3664077642098941,-1.818336745696908,1,100
-3.1206790096503942,0.03851533165455382,1,92
0.4869430054295519,1.426556816933682,0,88
0.23139462262918237,2.4336787203491768,0,100
-1.8211441752420783,1.5744784947067776,0,85
1.354966972330287,0.14872503798620842,1,99
2.4420055732574224,1.2729848028591932,0,98
-0.5126505419601809,-1.6805104936930895,1,100
0.02448637887040415,1.2591248678991962,0,97
1.1866934028104485,2.8380262303061867,0,100
-0.14996064646661028,0.5379867655400651,0,86
0.0923345167160369,-0.6280864527087912,1,100
0.8992106508153226,2.7018257472651497,0,94
-0.4873097959007719,1.4329930844249246,0,96
-1.2420741953844607,-0.5176948188444823,1,87
-3.7875852202028035,-1.1077952094611514,1,46
1.4473968988619665,-1.639322672500304,1,82
0.9551237406146897,0.08066366698903844,0,100
1.5631342177452971,-1.777686515110861,1,96
0.18744418440851596,-0.3361193705183981,0,74
1.5267411829196,1.775279890833549,0,84
2.5098893239595568,-1.2548556339486576,1,100
-0.14411382405236142,0.5890062896821034,0,100
-0.43172246256370433,0.3909225724271818,1,100
-0.6881079378276131,-2.0033058089468634,1,96
-1.3485693974090531,-2.3119702426229756,1,93
-0.09170909788160923,-1.1117816331756456,1,79
0.031387997484160546,1.845669548263648,0,100
-1.0743482628929395,1.9231543273043277,0,97
-2.3720409635831112,-2.185778893101623,1,97
0.7431135148838199,1.8326126610348616,0,99
1.7467048173382163,1.3501226943869447,0,98
-1.2092765211034107,1.1620084981655334,0,93
-0.020735179586795695,0.4239531253328078,0,100
-1.7141388359703338,2.575664511617057,0,98
1.0252523776372948,-0.974282082272682,1,100
-0.4195563490164379,3.3331814322635798,0,95
0.4911352601570775,-3.0432454970500067,1,76
1.3496208130438245,2.0383339961033538,0,84
-2.4329628221349484,-1.3581044691195439,1,75
1.3815144918918485,-0.7084367006081852,1,94
0.7425879383838412,-0.23260632717263918,1,100
-0.7030156403169867,1.877355856740615,0,91
0.6903392212562758,2.163538841209368,0,99
-2.384837422861647,-0.2552504163752028,1,94
0.2717063390441388,-1.1469939216235574,1,96
-0.2892483186943925,1.8592267493430916,0,88
-0.27404951860061566,2.073120089624839,0,78
2.915991453886939,1.9626807200933738,0,88
-1.2010275122432275,-0.665275693663436,1,93
2.0840349767307007,2.6659268544295345,0,96
2.792955017524773,1.0397537517511135,0,100
-1.9253775794360175,-0.20984627551975452,1,100
2.6923901513111623,-0.794830924217105,1,95
-1.4247948722708101,1.6820978723356779,0,88
2.6196388419158247,-2.5611418939308312,1,83
-0.8677128255872532,-2.7876246725953653,1,100
-0.7713621484882516,1.7497340764810838,0,89
-0.13537465523491254,-2.230784647177575,1,90
-1.8259624760319584,2.6024486378590046,0,61
0.17944616758507245,-1.993980820932537,1,100
-0.001248999978539256,-2.0830115010302728,1,100
0.8195412155102507,0.31578498699552277,0,100
0.6074129660914422,3.294046404517922,0,97
0.7609913809726063,1.486355234843275,0,98
-3.4116684476226595,-1.5836395775357088,1,67
1.893059883695157,-1.5286072780465965,1,75
-1.767152930481367,-1.9571683225098322,1,72
-1.0792401682898238,0.03350006876017889,1,86
-1.7003042845308851,0.7145169934832057,0,58
0.3016469324170508,-0.5286551424885748,1,100
-0.8090769816017765,-1.7152423812182753,1,95
0.241460831457809,-0.47369365905869937,1,91
2.438674912958191,-2.3084615346326407,1,100
1.615863107195092,2.5282157637580847,0,96
-1.434532371584516,2.463221746794112,0,94
0.6946252496399942,2.1097726393436527,0,93
-1.6682974035755602,-1.3206076162226439,1,100
-2.1204177199429073,1.3514929663865285,0,100
-2.0565807139244368,1.4610726657863669,0,95
1.0615765889213387,-2.189946464414772,1,100
-1.820319858759757,-0.6441019748238802,1,75
-2.958719511765451,1.5788918028093875,0,75
1.319688219293191,0.8038193578968879,0,100
-1.9345387559535374,-0.7834075019880217,1,78
2.2045021575326054,0.2844084961508178,0,80
-1.1094792791184658,-2.047001185501698,1,100
3.147886480210119,0.7160990755596727,0,94
0.05529207376942387,0.2620380606955783,0,100
1.913049347375114,-2.905733770410945,1,100
1.354680584525672,-1.1028846192268857,1,86
1.8221164372739138,-2.0860353142379644,1,100
0.5979471225735592,0.9050707349281385,0,100
-1.8608205908267816,0.7446102523210678,0,60
1.1733006404892856,1.9926287514015328,0,100
-3.073518406333547,1.8944674601605795,0,65
-2.986188094067535,-1.2504816829290595,1,77
0.5062154683708193,2.594861732874798,0,99
2.976793663333234,-0.2337458708320312,1,100
0.23611989908264705,-2.3428896128257186,1,98
0.6624721348069481,-0.0224618917837945,1,90
2.012926872765622,-1.8464072322185645,1,98
-2.6743254389499516,-1.8435762317638584,1,79
-0.2366583088231503,-1.9595304633215387,1,100
1.0653347506251767,-1.9797017989414503,1,100
-1.5841007024214664,-2.871277356180108,1,65
0.05388090166882133,1.8336320158396424,0,94
1.7423801440795885,-0.7310952065449982,1,87
-2.924141581477443,-0.6577507532547564,1,88
0.5267357377318693,1.7528136939971086,0,93
1.6405753387708424,2.0904501209001913,0,100
0.5458137261219536,-2.4183482870920594,1,100
0.18645416869021314,0.7842013143380508,0,100
2.294457384948076,-0.687716502976212,1,82
-1.110597812882911,-0.9159931927448112,1,100
1.4273484950305446,-3.796090319979175,1,84
1.693729239600931,1.6239579676861386,0,95
2.1053549276292816,0.8727428072386006,0,92
-1.3869441259633917,-1.3790163135506321,1,76
2.7505974745464026,-1.6344648649831182,1,100
-1.9013603912180148,-0.34646256827615,1,79
-2.3702049402050025,2.9864189365487315,0,85
3.743584274742417,0.5261256256542797,0,99
2.7769498368447367,1.5811040302105914,0,100
2.5654654181134537,1.454474573149166,0,100
0.7177042186464088,-0.46931011779819526,1,100
0.028444296219781333,1.688676026115786,0,96
-2.0212796255204672,0.6565569012350428,0,87
-0.8314634434484858,-1.3472308259218835,1,95
0.954854978004467,-1.3251774102046678,1,93
-0.9581671203010788,-0.6424741617383923,1,100
1.5443019725876195,-2.4551607128937385,1,100
-1.6997638805421553,1.2232037563049454,0,84
-0.8272338681450393,-0.11865401294148992,1,97
0.45750516376773753,-1.5870632846737283,1,76
0.8847726180194976,1.1370082769122107,0,100
0.12660240048038984,-1.9887027350114563,1,74
0.7762801137100455,0.8759521581638587,0,85
1.2991754237328383,-1.9624163721623884,1,98
-4.631448881914368,-0.9522809318728825,1,85
0.7045982743729282,2.197710058859735,0,96
-0.023432941594274153,-0.800124956773829,1,97
0.30871250426318864,-3.4846439777281404,1,75
0.2217338678689475,0.7286238557738407,0,98
-2.6164080041463555,1.4095105698390804,0,70
2.5259230684135883,-2.0427282074246227,1,86
-1.5747656631996823,2.0413150246452143,0,85
2.763378748253331,0.009930504556674167,0,85
1.8724919182963042,1.8241590749584256,0,100
0.7629249555540849,-2.2595472775687653,1,100
0.5666170537103448,0.4011093841239656,0,87
-0.23002480860689134,0.7772204838524668,0,76
-0.15836333085521007,1.0503751881123713,0,69
1.2254774086422944,-2.105450997910216,1,100
1.759161472679681,0.227639662458025,1,100
1.8355748988812652,0.23887699640961604,1,100
-0.5886651402644236,2.1313902527988318,0,86
2.4145620864610593,-1.9102968137298235,1,99
2.7831399687520384,1.5856449560720858,0,100
2.3561886459357626,-0.4135749326506918,1,96
0.8618262321901573,-1.692284101521128,1,100
-0.15813056632511938,1.1230533651360897,0,100
-0.42281312213650496,-0.8778405192723303,1,64
1.0259345204705441,-2.598567188835744,1,100
-0.6976278379336625,-2.77453859744206,1,99
-1.1443653556709532,-2.7975166692890303,1,100
0.3342988322673307,-1.9983833537398537,1,100
-1.4903464800065314,-1.2027753781667272,1,100
-3.6661707530289487,1.0308389847958017,0,69
1.2860221642775231,-3.7700191780519723,1,95
0.7208588903437544,1.5200972837077518,0,100
0.6451310430282118,-0.44176143878061624,1,74
0.1071620825571721,-2.543010545475732,1,94
0.7618900864774992,-1.8180411514304788,1,94
-2.28180856767628,1.2952847758127235,0,98
-2.8944333405490466,-1.7843485056786255,1,98
0.5204041552158709,-2.0974942946807005,1,71
-1.431200324562321,2.8934104591386904,0,83
-0.6197820590879627,-2.968660183629831,1,65
2.066504024934953,1.5764868014385236,0,90
-0.11894254050780736,2.279632891410715,0,100
0.9260808284012962,0.14916018920696567,1,100
0.041670954719359186,1.4991137069433578,0,100
-1.8357109946840044,1.8507336346810803,0,98
0.25791546273137694,2.556913591916353,0,96
-1.3236775519979693,1.518362365812342,0,90
1.8832716680672323,1.7516741200690644,0,100
-1.7007532262105718,-2.203154769879479,1,73
-0.9895157671680704,0.22354000146912661,0,91
0.5534713014512267,1.5571369244803428,0,87
2.579162147572866,0.513529260042471,0,95
3.1427725431792424,-2.870427663619372,1,100
-0.8422323279114698,-3.145258107017593,1,73
0.2892835867140055,-3.3097382882176487,1,91
1.4101924956559824,0.7539659809879459,0,95
2.5603418542806047,0.7703360432183831,0,100
-0.9331017482732774,-1.6373208536100683,1,100
-0.3032689479319167,1.6204381179711103,0,91
-2.241446727390239,2.1444077226563074,0,58
-0.6014516408086918,-2.65110383048201,1,100
-2.9287380133991823,-0.7731769318696958,1,68
0.16088286288681916,-1.1401198191278359,1,100
0.3327028103465521,-1.4654656396191186,1,95
1.997977287907651,2.440913776556823,0,93
0.5190861683711555,2.064642278177104,0,100
-0.4922157661531696,1.152012242181044,0,76
-0.34657011672685306,-1.48889776397877,1,86
1.3429054121876567,-1.3947034612775149,1,100
0.011183806645333794,1.7507878348190626,0,63
-1.1566077641083548,-1.3095329179356592,1,82
-0.04174269075736877,-0.848743637330682,1,74
2.5767028499119577,1.38611470961924,0,84
1.1957946216131161,-0.1429350271200936,1,100
